Entity A Type,Entity A,Entity B Type,Entity B,Connection,Source(s)
Person,DONALD J. TRUMP,Person,MEHMET ALI YALCINDAG,Business partners,http://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html
Person,DONALD J. TRUMP,Person,MELANIA TRUMP,Married,General knowledge
Person,DONALD J. TRUMP,Organization,MERRILL LYNCH CREDIT CORPORATION,Mortgages (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,MICHAEL D. COHEN,Cohen is Trump's personal attorney,https://www.washingtonpost.com/news/post-politics/wp/2017/01/19/michael-cohen-special-counsel-to-donald-trump-will-follow-him-to-washington/?utm_term=.bea39093a642
Person,DONALD J. TRUMP,Person,MICHAEL FLYNN,National Security Advisor,General knowledge
Person,DONALD J. TRUMP,Person,MICHAEL J. ELLIS,Special assistant,https://www.documentcloud.org/documents/3534059-Ellis-Michael-J.html
Person,DONALD J. TRUMP,Person,MICHAEL POMPEO,Director of CIA,General knowledge
Person,DONALD J. TRUMP,Person,MICK MULVANEY,Director of Office of Management and Budget,General knowledge
Person,DONALD J. TRUMP,Organization,MIDLAND ASSOCIATES,Partner (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,MIKE BASELICE,Pollster for Trump's presidential campaign,https://www.texastribune.org/2016/07/01/trump-campaign-turns-texas-political-talent/
Person,DONALD J. TRUMP,Organization,"MISS UNIVERSE L.P., LLLP",Partner (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,MOBILE PAYROLL CONSTRUCTION LLC,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,MOBILE PAYROLL CONSTRUCTION MANAGER CORP.,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,NEWT GINGRICH,"A top touchstone outside the White House, according to the New York Times",https://www.nytimes.com/2017/04/22/us/politics/donald-trump-white-house.html?_r=1
Person,DONALD J. TRUMP,Person,NIKKI HALEY,Ambassador to the United Nations,General knowledge
Person,DONALD J. TRUMP,Organization,NITTO WORLD CO. LIMITED,Director (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,NOEL FRANCISCO,Principal Deputy Solicitor General,http://www.jonesday.com/jones-day-lawyers-tapped-for-federal-and-state-posts-01-20-2017/
Person,DONALD J. TRUMP,Organization,"OCEAN DEVELOPMENT MEMBER, INC.",President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,OCEAN DEVELOPMENT SERVICES LLC,Member (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,OLEG MISERVA,Miserva bought a Trump penthouse in Florida,https://www.washingtonpost.com/politics/in-little-moscow-russians-helped-donald-trumps-brand-survive-the-recession/2016/11/04/f9dbd38e-97cf-11e6-bb29-bf2701dbe0a3_story.html
Person,DONALD J. TRUMP,Person,OMAROSÉ ONEE MANIGAULT,Assistant to the President and Director of Communications for the Office of Public Liaison,General knowledge
Person,DONALD J. TRUMP,Organization,OPO HOTEL MANAGER LLC,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,OPO HOTEL MANAGER MEMBER CORP.,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,OWO DEVELOPER LLC,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,PANAMA OCEAN CLUB MANAGEMENT LLC,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,PANAMA OCEAN CLUB MANAGEMENT MEMBER CORP.,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,PANCHSHIL REALTY,Business partner,http://www.newsweek.com/2016/09/23/donald-trump-foreign-business-deals-national-security-498081.html
Person,DONALD J. TRUMP,Organization,PARAMOUNT RPV HOLDINGS LLC,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,PARAMOUNT RPV HOLDINGS MANAGER CORP.,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,"PARC CONSULTING, INC.",President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,PARK BRIAR ASSOCIATES,Partner (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,PAUL MANAFORT,Former campaign manager,http://www.cnn.com/2016/08/19/politics/donald-trump-campaign-chairman-paul-manafort-resigns/
Person,DONALD J. TRUMP,Person,PAUL TELLER,Special assistant,https://www.documentcloud.org/documents/3534342-Teller-Paul.html
Person,DONALD J. TRUMP,Person,PAUL WINFREE,Deputy director of the domestic policy council,https://www.documentcloud.org/documents/3534344-Winfree-Paul.html
Person,DONALD J. TRUMP,Person,PETER NAVARRO,Head of National Trade Council,http://www.businessinsider.com/peter-navarro-trump-administration-2017-4
Person,DONALD J. TRUMP,Person,PETER THIEL,Former transition team member,http://www.politico.com/story/2017/01/peter-thiel-no-job-trump-administration-233523
Person,DONALD J. TRUMP,Person,PHIL RUFFIN,"""Mr. Trump has 20-odd business partners, but none is closer to him than Mr. Ruffin,"" per the New York Times",https://www.nytimes.com/2017/04/22/us/politics/donald-trump-white-house.html?_r=1
Person,DONALD J. TRUMP,Organization,PINE HILL DEVELOPMENT LLC,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,PINE HILL DEVELOPMENT MANAGING MEMBER CORP.,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,PLAZA CONSULTING CORP.,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,POKER VENTURE LLC,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,POKER VENTURE MANAGING MEMBER CORP.,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,PRINCE ALWALEED BIN TALALTHE,"""the billionaire [...] aided Trump during his corporate bankruptcies in the 1990s by purchasing his yacht, which provided him with desperately needed cash,"" per Newsweek",http://www.newsweek.com/2016/09/23/donald-trump-foreign-business-deals-national-security-498081.html
Person,DONALD J. TRUMP,Person,RAJ SHAH,Deputy communications director,http://www.cnn.com/2017/01/04/politics/bill-stepien-chris-christie-donald-trump-white-house/
Person,DONALD J. TRUMP,Person,REBEKAH MERCER,Major donor,https://www.washingtonpost.com/politics/the-rise-of-gop-mega-donor-rebekah-mercer/2016/09/13/85ae3c32-79bf-11e6-beac-57a4a412e93a_story.html?utm_term=.b4e577d44785
Person,DONALD J. TRUMP,Person,RECEP TAYYIP ERDOGAN,"Erdogan, the president of Turkey and a vocal Trump supporter, met him during the ribbon-cutting of a Trump property",http://www.newsweek.com/2016/09/23/donald-trump-foreign-business-deals-national-security-498081.html
Person,DONALD J. TRUMP,Person,REED S. CORDISH,Assistant to the President for intragovernmental and technology initiatives,http://www.baltimoresun.com/news/maryland/politics/blog/bal-reed-cordish-to-join-trump-administration-20170105-story.html
Person,DONALD J. TRUMP,Organization,"REG TRU EQUITIES, LTD.",President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,REINCE PRIEBUS,White House Chief of Staff,General knowledge
Person,DONALD J. TRUMP,Organization,RESTAURANT 40 LLC,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,RESTAURANT 40 MEMBER CORP.,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,REX TILLERSON,Secretary of State,General knowledge
Person,DONALD J. TRUMP,Person,RICHARD LEFRAK,"""one of Trump's few close friends in New York real estate,"" per New York Magazine and co-head of his new infrastructure council according to the Wall Street Journal",http://nymag.com/daily/intelligencer/2017/01/jared-kushner-trump-administration-power.html | https://www.wsj.com/articles/donald-trump-asks-richard-lefrak-steven-roth-to-monitor-infrastructure-plans-costs-1484591989
Person,DONALD J. TRUMP,Person,RICK DEARBORN,Deputy chief of staff for legislative and intergovernmental affairs,http://www.cnn.com/2017/01/04/politics/bill-stepien-chris-christie-donald-trump-white-house/
Person,DONALD J. TRUMP,Person,RICK PERRY,Secretary of Energy,General knowledge
Person,DONALD J. TRUMP,Person,ROBERT A. IGER,Member of Trump's Strategic and Policy forum,http://fortune.com/2016/12/14/donald-trump-musk-kalanick-nooyi/
Person,DONALD J. TRUMP,Person,ROBERT GOAD,Special assistant,https://www.documentcloud.org/documents/3534080-Goad-Robert.html
Person,DONALD J. TRUMP,Person,ROBERT KRAFT,"A top touchstone outside the White House, according to the New York Times",https://www.nytimes.com/2017/04/22/us/politics/donald-trump-white-house.html?_r=1
Person,DONALD J. TRUMP,Person,ROBERT LIGHTHIZER,Nominee for U.S. Trade Representative,General knowledge
Person,DONALD J. TRUMP,Person,ROBERT MERCER,Major donor,https://www.publicintegrity.org/2016/12/02/20504/what-we-knew-about-donald-trump-s-inner-circle-when-we-knew-it
Person,DONALD J. TRUMP,Person,"ROGER J. STONE, JR.","""Longtime adviser,"" per Politico",http://www.politico.com/story/2015/08/donald-trumps-debate-dirty-trickster-121098
Person,DONALD J. TRUMP,Person,ROGER KHAFIF,"Told Russian buyers he was a partner in Trump project in Sunny Isles, Fla.",https://www.washingtonpost.com/politics/in-little-moscow-russians-helped-donald-trumps-brand-survive-the-recession/2016/11/04/f9dbd38e-97cf-11e6-bb29-bf2701dbe0a3_story.html
Person,DONALD J. TRUMP,Person,ROSS WORTHINGTON,"Advisor for policy, strategy, and speechwriting",https://www.documentcloud.org/documents/3534345-Worthington-Ross.html
Person,DONALD J. TRUMP,Organization,ROYAL BANK AMERICA,Mortgage (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,RPV DEVELOPMENT LLC,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,RUPERT MURDOCH,"""The president’s relationship with Mr. Murdoch is deeper and more enduring than most in his life, and the two commiserate and plot strategy in their phone calls, according to people close to both,"" according to the New York Times",https://www.nytimes.com/2017/04/22/us/politics/donald-trump-white-house.html?_r=1 | http://nymag.com/daily/intelligencer/2017/01/megyn-kellys-departure-is-clue-about-future-of-fox-news.html | http://mediamatters.org/blog/2017/01/04/how-donald-trump-could-make-rupert-murdoch-even-more-powerful/214924
Person,DONALD J. TRUMP,Person,RUSS VOUGHT,Part of OMB transition team,http://thehill.com/policy/finance/314991-trump-team-prepares-dramatic-cuts
Person,DONALD J. TRUMP,Person,RYAN JARMULA,Special assistant,https://www.documentcloud.org/documents/3534032-Jarmula-Ryan.html
Person,DONALD J. TRUMP,Person,RYAN ZINKE,Secretary of Interior,General knowledge
Person,DONALD J. TRUMP,Person,SAM CLOVIS,Former senior policy advisor on campaign,http://www.politico.com/magazine/story/2016/06/stephen-miller-donald-trump-2016-policy-adviser-jeff-sessions-213992
Person,DONALD J. TRUMP,Person,SAM NUNBERG,Former adviser,http://www.politico.com/magazine/story/2016/06/stephen-miller-donald-trump-2016-policy-adviser-jeff-sessions-213992
Person,DONALD J. TRUMP,Person,SARAH MAKIN,Deputy assistant,https://www.documentcloud.org/documents/3535103-Makin-Sarah.html
Person,DONALD J. TRUMP,Organization,SAXONY HALL,Former owner,https://therealdeal.com/wp-content/uploads/2016/12/CD98-0075_The-Trump-World-Tower-Condominium_Offering-Plan-Amendments-1-29_Screened_Part1.pdf
Person,DONALD J. TRUMP,Organization,SCOTLAND ACQUISITIONS LLC,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,SCOTT GAST,Senior associate counsel,https://www.documentcloud.org/documents/3534078-Gast-Scott.html
Person,DONALD J. TRUMP,Person,SCOTT PRUITT,Administrator of the Environmental Protection Agency,General knowledge
Person,DONALD J. TRUMP,Person,SEAN CAIRNCROSS,Deputy assistant,http://www.politico.com/story/2017/01/trump-transition-white-house-hires-233863
Person,DONALD J. TRUMP,Person,SEAN HANNITY,"A top touchstone outside the White House, according to the New York Times",https://www.nytimes.com/2017/04/22/us/politics/donald-trump-white-house.html?_r=1
Person,DONALD J. TRUMP,Person,SEAN SPICER,White House Press Secretary,General knowledge
Person,DONALD J. TRUMP,Person,SEBASTIAN GORKA,Deputy assistant,http://www.cnn.com/2017/02/07/politics/kfile-gorka-on-fake-news/index.html
Person,DONALD J. TRUMP,Organization,SENTIENT JETS LLC,Member (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,SENTIENT JETS MEMBER CORP.,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,SERGEY I. KISLYAK,The Russian diplomat sat in on Trump foreign policy speech in April 2016,https://www.washingtonpost.com/politics/inside-trumps-financial-ties-to-russia-and-his-unusual-flattery-of-vladimir-putin/2016/06/17/dbdcaac8-31a6-11e6-8ff7-7b6c1998b7a0_story.html
Person,DONALD J. TRUMP,Organization,SEVEN SPRINGS LLC,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,SHAHIRA KNIGHT,Special assistant,https://www.documentcloud.org/documents/3534038-Knight-Shahira-E.html
Person,DONALD J. TRUMP,Person,SHERI A. DILLON,Conflicts of interest lawyer,https://www.nytimes.com/2017/01/11/us/politics/trump-press-conference-transcript.html
Person,DONALD J. TRUMP,Organization,"SHORE HAVEN APT#1, INC.",President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,SHORE HAVEN MANAGEMENT CORP.,President (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,SHORE HAVEN SHOPPING CENTER LLC,Member (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Organization,SLC TURNBERRY LIMITED,Chairman (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,SONNY PERDUE,Secretary of Agriculture,https://www.nytimes.com/2017/01/18/us/politics/sonny-perdue-agriculture-secretary.html
Person,DONALD J. TRUMP,Organization,"STARRETT CITY ASSOCIATES, L.P.",Ownership (as of 2016 FEC filing),https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
Person,DONALD J. TRUMP,Person,STEPHANIE GRISHAM,Deputy press secretary,https://www.documentcloud.org/documents/3534109-Grisham-Stephanie.html
Person,DONALD J. TRUMP,Person,STEPHEN A. FEINBERG,Member of Trump's economic advisory council,https://www.nytimes.com/2017/02/15/us/politics/trump-intelligence-agencies-stephen-feinberg.html
Person,DONALD J. TRUMP,Person,STEPHEN A. SCHWARZMAN,Chair of Trump's Strategic and Policy forum,http://fortune.com/2016/12/14/donald-trump-musk-kalanick-nooyi/
Person,DONALD J. TRUMP,Person,STEPHEN B. MEISTER,Meister was Trump's attorney during a 2013 ethics suit of the NY AG,http://www.nydailynews.com/blogs/dailypolitics/donald-trump-set-file-ethics-complaint-tuesday-ny-ag-eric-schneiderman-blog-entry-1.1697386 | http://www.newsweek.com/2015/10/30/trumps-big-atlantic-city-dump-385427.html
Person,DONALD J. TRUMP,Person,STEPHEN BANNON,White House Chief Strategist and Senior Advisor,General knowledge
